"Cestni javni linijski potniški prevoz (medkrajevni in mednarodni) po:"
"MERITEV, MEDKRAJEVNI/MEDNARODNI PREVOZ, RAZDALJA , LETO"

" ";" ";" ";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017"
"Potniki (1.000)"
" ";"Cestni javni linijski prevoz - SKUPAJ"
" ";" ";"Razdalja - SKUPAJ";28552;25359;24793;25146;26708;27735;30287;31903
" ";" ";"Razdalja do 20 km";18662;16502;16569;17733;19714;19708;20418;19556
" ";" ";"Razdalja 21-50 km";8554;7648;6964;6319;5831;6866;8448;10981
" ";" ";"Razdalja 51-100 km";1011;913;993;838;869;871;1068;1056
" ";" ";"Razdalja 101-300 km";278;255;233;223;260;258;316;296
" ";" ";"Razdalja 301 ali veè km";47;42;33;33;35;34;37;14

"Vir: Statistièni urad Republike Slovenije, Ministrstvo za "
"infrastrukturo. "
"Seštevki se zaradi zaokroževanje vèasih ne ujemajo. "
" "
"Podatki o potnikih in potniških kilometrih za leti 2010 in 2011 so "
"ocene, skladne s prenovljeno metodologijo (glej Metodološka "
"pojasnila). "
"Podatki o PKM za leto 2013 so zaradi sporoèenih popravljenih podatkov "
"revidirani. "
"Podatki o potnikih in potniških kilometrih v javnem linijskem prevozu "
"ter podatki o potnikih v mestnem javnem linijskem prevozu so od "
"septembra 2016 zaradi uvedbe integriranega javnega potniškega prometa "
"(IJPP) in enotnih subvencioniranih vozovnic delno ocenjeni (ocene je "
"pripravilo Ministrstvo za infrastrukturo)."

"Povezane vsebine: "
"- (seznam HREF= "
"http://www.stat.si/StatWeb/Common/PrikaziDokument.ashx?IdDatoteke=7793"
" target=_blank) Metodološka pojasnila "
" "

